CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
-0.40881102182193707,-0.4915136794045634,-0.06977179402699193,3.5496478698597693,-0.5755905605905671,-0.33167605446890164,-0.3649532009778979,0.21566038599245888,-0.632043077030669,-0.7660042230896142,0.06632492475221412,0.2521013525688825,0.26141256990672707,24.4
-0.4231900773241994,3.524310564634408,-1.219963934944554,-0.2817180849095055,-1.208959724433472,2.4390187867745827,-1.3418707182658338,0.6330241926131124,-0.632043077030669,-1.0818473189650206,-1.6896853958088487,0.3600767131100257,-1.3386632686971143,50.0
-0.42129240960892417,0.9457286816199105,-0.7241162484048717,-0.2817180849095055,-1.0621292872737316,0.4081135325839267,-1.036583994113354,0.810503544609173,-0.28419203103896984,-0.4561204309099702,-1.0593227166330819,0.42090790214728924,-0.4394695461540388,22.0
0.4389645784024805,-0.4915136794045634,1.0222563953903143,-0.2817180849095055,1.257617856019213,-0.8253379271980704,0.9962664278902185,-0.8826979157503557,1.686963896247325,1.5521649145619538,0.7867394152388026,0.4054661387762916,0.5941957451681371,15.1
0.9198457483587312,-0.4915136794045634,1.0222563953903143,-0.2817180849095055,1.0751658335130272,0.6781507962990279,0.77358669968488,-0.9335148562469533,1.686963896247325,1.5521649145619538,0.7867394152388026,-3.9563640813071954,1.7731989946657045,7.5
-0.40526903993452545,0.43846667184656674,-0.7575605205175189,-0.2817180849095055,-1.079505670369559,0.18730181173355764,-0.7241140529219919,1.919357681725584,-0.28419203103896984,-0.4501611272142078,0.2914544530292733,0.17477555265805292,-0.4367529488049661,24.5
-0.38955739447251814,-0.4915136794045634,1.5733598358552396,-0.2817180849095055,0.597315298377776,-0.17696720546545794,0.8741517382292263,-1.0321092193039032,-0.632043077030669,0.18748436823236747,1.236998471792921,0.33118189831732514,1.5517963107162767,14.0
-0.41944690291723635,0.9880005157676892,-0.7284785447673909,-0.2817180849095055,-1.0195571486889545,-0.8351830357710164,-1.4675770164462667,1.3561919991006737,-0.979894123022368,-0.6051030233040298,-0.6991154713897885,0.4006698334868148,-0.04148803451488303,17.1
-0.4114526050878995,0.3539230035510095,-0.597609653891815,-0.2817180849095055,-0.7927953492884081,0.3349784403277541,-0.3793196350556616,0.06287711722838928,-0.7479934256945686,-1.087806622660783,0.06632492475221412,0.41166624073585856,-0.6798884115469759,24.4
0.7819891307337427,-0.4915136794045634,1.0222563953903143,-0.2817180849095055,1.6051455179357594,0.1493278215236214,1.0034496449291004,-0.816873355443548,1.686963896247325,1.5521649145619538,0.7867394152388026,0.30638149047905605,0.9215457257314018,17.1
-0.4203435757512865,2.890233052417728,-1.3319295415825467,-0.2817180849095055,-1.2358931182320048,-0.8956601312905444,-1.701031570209928,3.2297698519892464,-0.632043077030669,-0.42632391243115825,1.597205717036216,0.26941484483333467,-0.6364228539618121,18.2
-0.4192419846102858,-0.4915136794045634,-0.9567720544058955,-0.2817180849095055,-0.9231182225071131,-0.40059181447952685,-0.8677783936996295,0.30494622536965815,-0.7479934256945686,-0.9447833339624858,0.02129901909680163,0.42371549548747073,0.01691880849018075,22.5
-0.41817516748501,-0.4915136794045634,-1.2519541082696948,-0.2817180849095055,-0.5842787521384808,-0.2065025311842982,-0.016567174592126817,-0.24002984210553513,-0.7479934256945686,-1.2665857335336546,-0.29388232049108093,0.319834541900759,0.05630947005173555,29.6
-0.41387188303904876,-0.4915136794045634,0.2559463343744416,-0.2817180849095055,-1.0273765210820769,-0.01944546829831683,-0.8713700022190706,0.3407555460560457,-0.5160927283667692,-0.04492847590236557,0.11135083040762499,0.2744451162344931,-0.5155342719280754,21.4
0.7329217526167207,-0.4915136794045634,1.0222563953903143,-0.2817180849095055,1.3705643461420907,-0.16149632056511468,1.0573237727207145,-0.7235506563072731,1.686963896247325,1.5521649145619538,0.7867394152388026,0.4343609535689915,0.7327422099708466,14.1
-0.34776772107507264,-0.4915136794045634,-0.4260259969660597,-0.2817180849095055,-0.14986917474279782,-0.6551581932942835,-0.4583350224833624,0.33885584734589225,-0.632043077030669,-0.5872251122167427,1.1469466604820977,0.41938712242135767,-0.5793743096312847,19.9
-0.4124473903234593,2.890233052417728,-1.3319295415825467,-0.2817180849095055,-1.2358931182320048,-0.5117008969456357,-1.7872301746765102,3.2297698519892464,-0.632043077030669,-0.42632391243115825,1.597205717036216,0.190334299084892,-0.9732809252468314,20.6
-0.4158117763448472,2.0447963694621554,-1.3639197149076876,-0.2817180849095055,-1.253269501327832,0.3926426476835822,-1.1982063774881961,3.2889454668105182,-0.632043077030669,0.03254247214254545,-0.06875279221402172,0.1288012117125824,-0.9841473146431223,24.1
1.2335073701976815,-0.4915136794045634,1.0222563953903143,-0.2817180849095055,1.1968005151838175,-0.580616656956261,0.913659431943077,-0.9512770391868856,1.686963896247325,1.5521649145619538,0.7867394152388026,0.4343609535689915,0.4909650459033734,12.7
-0.33554589647688965,-0.4915136794045634,-0.4260259969660597,-0.2817180849095055,-0.14986917474279782,-0.8056477100521774,0.008574085043959867,0.005411231246255606,-0.632043077030669,-0.5872251122167427,1.1469466604820977,0.3647560353436611,-0.1976923820865654,18.2
-0.4173343814619463,-0.4915136794045634,-1.1385344028441955,-0.2817180849095055,-0.8275481154800628,0.046657403548609755,-1.8698371706236518,0.6789019164633114,-0.632043077030669,0.1457692423620308,-0.6991154713897885,0.1806247054500975,-0.7328620598538943,22.6
0.27803788520226075,-0.4915136794045634,1.0222563953903143,-0.2817180849095055,1.6051455179357594,-0.11367722178223125,1.1040146834734468,-0.8455113134991072,1.686963896247325,1.5521649145619538,0.7867394152388026,0.4202060038122439,0.5235642140922461,18.4
-0.42313294858407985,3.1015922231566213,-1.5020590997207954,-0.2817180849095055,-1.2619576928757459,0.1169796076410837,-1.2053895945270778,2.565777660322957,-0.8639437743584684,-0.5514692900421684,-0.5190118487681401,0.4343609535689915,-0.9461149517561042,24.7
-0.4019232828501331,0.43846667184656674,-0.7575605205175189,-0.2817180849095055,-1.079505670369559,-0.9772338880378142,0.033715344680046555,1.980338010321501,-0.28419203103896984,-0.4501611272142078,0.2914544530292733,0.3434651191806189,0.777566066230547,18.5
-0.41790691079227477,-0.4915136794045634,0.12507744349886557,-0.2817180849095055,0.1542175294341793,0.4123328648294753,-0.005792349033804097,-0.6204920012814631,-0.979894123022368,-0.7898414378726638,1.1469466604820977,0.3769222731511141,-0.4163784686869206,22.4
0.8069109226463265,-0.4915136794045634,1.0222563953903143,-0.2817180849095055,1.6051455179357594,-0.06867101116304772,0.9818999938124545,-0.7537558657987087,1.686963896247325,1.5521649145619538,0.7867394152388026,0.33632915277432435,0.5031897339742007,12.6
-0.42157929523865495,-0.4915136794045634,-0.8549851392804476,-0.2817180849095055,-0.349697580344812,-0.33870827487814886,-1.147923858216023,0.4877922262219016,-0.5160927283667692,-1.0818473189650206,0.7867394152388026,0.4254702413250838,-0.5739411149331393,20.6
0.3746202300200129,-0.4915136794045634,1.0222563953903143,-0.2817180849095055,0.24978763646122956,0.17605025907876176,0.1989293365743296,-0.7526160465726167,1.686963896247325,1.5521649145619538,0.7867394152388026,-3.0628475007944647,-0.0958199814963378,16.1
-0.4040184172975607,-0.4915136794045634,-0.06977179402699193,3.5496478698597693,-0.5755905605905671,-0.47794623898124805,0.8202776104376122,0.04369016025584217,-0.632043077030669,-0.7660042230896142,0.06632492475221412,0.3916621381870663,0.6159285239607191,21.7
-0.32129600160446287,-0.4915136794045634,-0.4260259969660597,-0.2817180849095055,-0.14986917474279782,-0.9856725525289115,0.5904146651933924,0.3179591615342075,-0.632043077030669,-0.5872251122167427,1.1469466604820977,-0.6591966524316634,0.5126978246959554,13.9
-0.4069493700515199,-0.4915136794045634,2.424007626546483,-0.2817180849095055,0.4669924251590711,-1.1896069443970874,0.8418272615542581,-0.9328499616983996,-0.632043077030669,1.820333580871261,0.7417135095833917,0.41318702046179007,0.723234119249092,15.2
-0.4081118157200392,-0.4915136794045634,-0.604880147829347,-0.2817180849095055,-0.9318064140550267,-0.18399942587470644,-2.2505476736843915,0.9193562807009503,-0.7479934256945686,-1.0282135857031591,-0.24885641483567006,0.2760828790162654,-0.9406817570579586,25.3
-0.4000914373789086,0.43846667184656674,-0.7575605205175189,-0.2817180849095055,-1.079505670369559,-0.9941112170200087,0.25998668140482567,1.980338010321501,-0.28419203103896984,-0.4501611272142078,0.2914544530292733,0.14880531426137533,-0.03197994379312842,17.6
-0.09837717379974109,-0.4915136794045634,-0.17010461036493343,-0.2817180849095055,-0.09774002545531586,-1.866106547766689,-1.1299658156188184,-0.6011150744379007,-0.632043077030669,-0.6051030233040298,-0.023726886558610848,-0.10902534081195014,-0.012963762349619191,16.1
-0.4214290218135579,-0.4915136794045634,-0.8549851392804476,-0.2817180849095055,-0.349697580344812,-0.6059326504295514,-0.8246790914663384,0.6867381736426932,-0.5160927283667692,-1.0818473189650206,0.7867394152388026,0.4343609535689915,-0.3987205859179477,19.5
-0.3775789879844097,-0.4915136794045634,2.1201009799576456,-0.2817180849095055,0.22372306181748858,-0.9659823353830184,0.9459839086180452,-0.963102663657589,-0.8639437743584684,-1.2963822520124666,0.2914544530292733,-0.005612319448601544,1.972868899822551,15.7
-0.41937238716925435,-0.4915136794045634,-0.8549851392804476,-0.2817180849095055,-0.349697580344812,0.02274785415716804,-1.1191909900604953,1.2696132303854426,-0.5160927283667692,-1.0818473189650206,0.7867394152388026,0.3502501364193904,-0.9583396398269314,22.2
-0.2574384894421444,-0.4915136794045634,-0.4260259969660597,-0.2817180849095055,-0.14986917474279782,-0.32042450181410576,1.1040146834734468,0.18517022169450012,-0.632043077030669,-0.5872251122167427,1.1469466604820977,0.19840612993791348,0.041368184631835336,14.5
-0.39809938304952286,-0.4915136794045634,-0.1541095237023631,-0.2817180849095055,-0.07167545081157488,-0.29229562017711663,0.9388006915791637,-0.5875322286603054,-0.40014237970286953,0.15768784975355554,-0.29388232049108093,0.4343609535689915,0.5914791478190644,18.7
0.5271254017691321,-0.4915136794045634,1.0222563953903143,-0.2817180849095055,1.1968005151838175,-0.7775188284151883,1.0645069897595965,-1.02189833873683,1.686963896247325,1.5521649145619538,0.7867394152388026,0.3899073923494532,0.9758776727128569,8.5
0.28118990134189986,-0.4915136794045634,1.0222563953903143,-0.2817180849095055,0.2410994449133159,-0.26135385037642767,0.37850976254637664,-0.11360489294484105,1.686963896247325,1.5521649145619538,0.7867394152388026,0.3849941040041356,0.3048781274918909,19.1
-0.40826084721600325,0.43846667184656674,-0.7575605205175189,-0.2817180849095055,-1.079505670369559,0.2632497921534302,-2.0206847284401714,1.7152350553196247,-0.28419203103896984,-0.4501611272142078,0.2914544530292733,0.4271080041068562,-0.9284570689871312,24.4
